countryCode,SupplierID,PaperlessDate,invoiceNumber,InvoiceDate,DueDate,InvoiceAmount (in thousands USD),Disputed,SettledDate,PaperlessBill,DaysToSettle,DaysLate
897,VLKMI-9286,2-13-2013,7365861587,10-05-2013,11-04-2013,137.13,Yes,10-08-2013,Paper,3,0
406,FGEJI-4640,04-04-2013,7369923192,3-24-2013,4-23-2013,145.995,No,05-10-2013,Electronic,47,17
818,JJMFW-3568,01-09-2012,7372190192,6-14-2012,7-14-2012,75.945,No,07-02-2012,Paper,18,0
770,ZXNDN-4460,6-27-2013,7372412315,9-28-2012,10-28-2012,135.855,Yes,11-02-2012,Electronic,35,5
391,PCYBM-8156,03-03-2012,7373872105,10-21-2012,11-20-2012,105.18,Yes,11-22-2012,Paper,32,2
406,TCXFQ-8389,8-24-2012,7379159322,02-01-2013,03-03-2013,82.5,Yes,2-22-2013,Paper,21,0
406,TCXFQ-8389,8-24-2012,7394801997,5-27-2013,6-26-2013,76.335,Yes,06-10-2013,Paper,14,0
897,ERSWK-8942,01-11-2013,7400497559,7-14-2012,8-13-2012,14.679,Yes,7-26-2012,Electronic,12,0
897,XNJRO-688,6-24-2012,7403439910,06-02-2013,07-02-2013,37.404,Yes,07-09-2013,Paper,37,7
818,UHVMG-5613,5-31-2012,7406229215,1-24-2013,2-23-2013,91.53,No,3-16-2013,Paper,51,21
391,PCYBM-8156,03-03-2012,7410471455,09-07-2012,10-07-2012,76.32,Yes,10-08-2012,Paper,31,1
818,HYHDN-3271,4-28-2013,7419219303,02-07-2012,03-08-2012,108.735,Yes,02-10-2012,Electronic,3,0
897,EEBEO-8690,12-05-2012,7421024187,3-26-2013,4-25-2013,86.955,No,5-22-2013,Paper,57,27
770,IJYBQ-9928,3-18-2012,7423548020,12-15-2012,1-14-2013,90.705,Yes,1-19-2013,Paper,35,5
770,FXWYK-3831,03-08-2013,7424213226,7-13-2013,08-12-2013,41.904,Yes,08-12-2013,Paper,30,0
818,NCUZC-8887,1-22-2013,7427150713,07-05-2012,08-04-2012,6.966,Yes,08-06-2012,Electronic,32,2
818,HJQPP-2824,09-04-2013,7450963706,02-12-2013,3-14-2013,98.55,Yes,03-12-2013,Electronic,28,0
391,PCYBM-8156,03-03-2012,7459726673,3-27-2013,4-26-2013,111.855,Yes,4-28-2013,Paper,32,2
818,KITZM-6004,09-01-2013,7461173742,11-25-2012,12-25-2012,119.13,Yes,12-10-2012,Electronic,15,0
897,BEASA-1168,11-06-2013,7463017862,11-29-2012,12-29-2012,95.64,Yes,12-27-2012,Electronic,28,0
391,HCSFI-6160,01-10-2013,7469613016,5-16-2013,6-15-2013,128.58,Yes,5-30-2013,Paper,14,0
818,HJQPP-2824,09-04-2013,7472160957,03-10-2012,04-09-2012,100.32,No,4-17-2012,Electronic,38,8
770,NDIOV-9323,07-09-2012,7479585551,7-29-2012,8-28-2012,102.21,Yes,8-27-2012,Paper,29,0
391,DZINU-2676,10-19-2012,7481115334,10-21-2012,11-20-2012,115.05,Yes,11-06-2012,Paper,16,0
897,OQZUE-1408,9-14-2012,7483503814,04-11-2012,05-11-2012,82.125,Yes,05-07-2012,Electronic,26,0
897,BEASA-1168,11-06-2013,7483572087,11-09-2013,12-09-2013,127.98,Yes,11-23-2013,Paper,14,0
818,UWVLM-8364,11-10-2012,7485620457,11-27-2012,12-27-2012,76.05,Yes,12-21-2012,Paper,24,0
770,QUNVJ-3993,12-31-2012,7490804046,1-31-2013,03-02-2013,103.185,Yes,02-08-2013,Paper,8,0
818,VZQCZ-5875,7-15-2013,7495748702,9-20-2012,10-20-2012,95.49,Yes,10-17-2012,Electronic,27,0
406,QPZCF-6048,7-13-2012,7496831092,03-10-2012,04-09-2012,112.995,No,04-08-2012,Electronic,29,0
897,XNJRO-688,6-24-2012,7497563318,09-01-2013,10-01-2013,30.591,No,10-21-2013,Paper,50,20
406,EVASK-7938,12-15-2012,7498359918,9-21-2012,10-21-2012,109.125,Yes,10-25-2012,Electronic,34,4
406,YCTQO-9322,04-06-2012,7504945865,05-09-2013,06-08-2013,130.365,Yes,6-14-2013,Paper,36,6
406,KSOIA-5573,9-30-2013,7510320533,7-22-2013,8-21-2013,106.155,Yes,8-28-2013,Electronic,37,7
770,UQXSS-5592,12-31-2012,7514434004,4-22-2012,5-22-2012,37.872,Yes,5-26-2012,Electronic,34,4
770,FDQRK-6077,09-11-2012,7516274224,5-23-2013,6-22-2013,31.05,Yes,06-03-2013,Paper,11,0
770,FDQRK-6077,09-11-2012,7517564079,12-25-2012,1-24-2013,83.805,Yes,1-13-2013,Paper,19,0
391,TBPGK-5529,08-09-2013,7524155852,9-20-2013,10-20-2013,136.545,Yes,10-24-2013,Paper,34,4
391,WENVB-9014,08-03-2013,7534126515,09-12-2012,10-12-2012,80.46,Yes,10-08-2012,Electronic,26,0
406,VMYWJ-5164,11-27-2013,7541035735,7-23-2013,8-22-2013,121.725,Yes,8-13-2013,Electronic,21,0
818,VZQCZ-5875,7-15-2013,7541301633,5-30-2013,6-29-2013,110.94,Yes,6-19-2013,Electronic,20,0
406,VMYWJ-5164,11-27-2013,7545656105,3-28-2013,4-27-2013,125.595,No,05-06-2013,Electronic,39,9
818,LIFKX-1604,3-16-2013,7550415460,10-24-2013,11-23-2013,125.475,Yes,12-06-2013,Paper,43,13
818,NCUZC-8887,1-22-2013,7555055474,3-22-2013,4-21-2013,21.771,No,4-25-2013,Paper,34,4
406,PEPYR-783,11-27-2013,7555537303,12-31-2012,1-30-2013,99.84,Yes,02-03-2013,Electronic,34,4
897,SDWFS-9883,07-08-2013,7563164001,4-25-2013,5-25-2013,19.422,No,06-10-2013,Electronic,46,16
770,FDQRK-6077,09-11-2012,7567097994,3-30-2012,4-29-2012,24.21,Yes,4-16-2012,Electronic,17,0
391,DZINU-2676,10-19-2012,7574832160,06-10-2012,07-10-2012,95.595,Yes,07-01-2012,Electronic,21,0
406,OWJOT-3448,9-15-2012,7576910401,6-23-2012,7-23-2012,124.2,Yes,7-18-2012,Electronic,25,0
770,NRGUP-706,04-09-2013,7577985868,9-28-2012,10-28-2012,18.9,Yes,10-24-2012,Electronic,26,0
770,FIODB-6831,05-08-2013,7578902255,9-21-2012,10-21-2012,29.925,No,11-03-2012,Electronic,43,13
770,QUNVJ-3993,12-31-2012,7579897687,05-02-2012,06-01-2012,95.13,Yes,5-23-2012,Electronic,21,0
391,DZINU-2676,10-19-2012,7581184111,02-05-2013,03-07-2013,37.17,Yes,2-23-2013,Paper,18,0
818,LIFKX-1604,3-16-2013,7584012026,11-05-2012,12-05-2012,102.915,Yes,12-15-2012,Electronic,40,10
406,KSOIA-5573,9-30-2013,7588925032,4-17-2012,5-17-2012,104.31,Yes,5-20-2012,Electronic,33,3
406,QZOKX-4632,3-19-2013,7603025561,08-02-2012,09-01-2012,87.09,No,9-14-2012,Electronic,43,13
818,UWVLM-8364,11-10-2012,7604918227,12-05-2012,01-04-2013,152.16,No,12-25-2012,Paper,20,0
770,ODQFO-7856,08-05-2012,7605231132,09-12-2012,10-12-2012,39.411,Yes,9-30-2012,Paper,18,0
770,TNJFG-625,8-15-2013,7615315927,05-10-2013,06-09-2013,33.174,Yes,06-08-2013,Electronic,29,0
391,IYKOC-9174,11-27-2012,7615433875,9-29-2012,10-29-2012,121.065,Yes,10-27-2012,Electronic,28,0
406,KSOIA-5573,9-30-2013,7619071593,6-17-2013,7-17-2013,108.33,Yes,7-24-2013,Electronic,37,7
406,XCLEH-2621,9-24-2012,7619716237,11-18-2012,12-18-2012,129.585,No,02-01-2013,Paper,75,45
406,ETVHD-6833,4-30-2012,7630260947,06-02-2013,07-02-2013,130.305,Yes,6-29-2013,Paper,27,0
406,PEPYR-783,11-27-2013,7640437585,03-10-2012,04-09-2012,113.43,Yes,04-12-2012,Electronic,33,3
770,IJYBQ-9928,3-18-2012,7642713323,8-24-2013,9-23-2013,79.935,Yes,9-18-2013,Paper,25,0
391,VJWXS-3569,04-09-2013,7651606657,4-17-2012,5-17-2012,89.88,No,5-29-2012,Electronic,42,12
770,DTULQ-465,03-04-2013,7655234432,10-03-2012,11-02-2012,44.865,Yes,11-07-2012,Electronic,35,5
897,VAZGD-9460,08-10-2013,7662622882,12-27-2012,1-26-2013,13.5,Yes,01-07-2013,Electronic,11,0
391,DPYTF-6708,08-02-2012,7662777515,09-08-2013,10-08-2013,96.285,Yes,10-10-2013,Paper,32,2
406,YZKCL-1447,08-10-2012,7665948221,2-13-2013,3-15-2013,101.805,Yes,3-13-2013,Paper,28,0
897,GBFQJ-6391,11-25-2013,7668955618,10-01-2013,10-31-2013,23.148,No,11-02-2013,Electronic,32,2
770,JCFGW-2447,7-31-2012,7672209694,4-21-2012,5-21-2012,90.615,Yes,5-16-2012,Electronic,25,0
391,BLYDZ-8820,3-19-2013,7675257432,02-02-2013,03-04-2013,116.025,Yes,02-11-2013,Electronic,9,0
897,VLKMI-9286,2-13-2013,7679449708,03-06-2013,04-05-2013,42.651,Yes,03-06-2013,Paper,0,0
406,PMEXQ-4651,07-04-2012,7680218779,1-28-2013,2-27-2013,98.34,Yes,2-22-2013,Paper,25,0
391,TWQXF-5196,6-20-2012,7683330278,5-23-2012,6-22-2012,75.66,Yes,6-28-2012,Electronic,36,6
770,XLBER-2026,11-12-2012,7685298664,10-19-2012,11-18-2012,93.465,Yes,11-05-2012,Electronic,17,0
770,FIODB-6831,05-08-2013,7690941530,2-18-2013,3-20-2013,36.999,Yes,3-19-2013,Electronic,29,0
897,CESLR-7372,01-11-2013,7692448077,01-01-2013,1-31-2013,33.525,No,1-31-2013,Electronic,30,0
770,JCFGW-2447,7-31-2012,7697000687,11-18-2013,12-18-2013,81.45,Yes,12-04-2013,Paper,16,0
406,AMJEO-8976,03-03-2012,7698255150,8-18-2013,9-17-2013,118.185,Yes,09-09-2013,Paper,22,0
770,ZHAKS-7260,6-17-2012,7704631220,7-24-2013,8-23-2013,97.8,Yes,8-14-2013,Paper,21,0
391,LZRJV-709,6-20-2013,7706707809,3-14-2013,4-13-2013,102.24,Yes,04-08-2013,Electronic,25,0
391,IYKOC-9174,11-27-2012,7714500153,11-14-2013,12-14-2013,86.415,Yes,12-06-2013,Paper,22,0
770,NDIOV-9323,07-09-2012,7716386950,09-10-2012,10-10-2012,36.747,Yes,9-27-2012,Paper,17,0
406,VMYWJ-5164,11-27-2013,7717855595,07-11-2012,08-10-2012,108.78,Yes,08-10-2012,Electronic,30,0
897,DOLHO-7654,04-04-2012,7719614672,10-05-2012,11-04-2012,39.573,Yes,11-02-2012,Paper,28,0
391,WENVB-9014,08-03-2013,7720415352,12-19-2012,1-18-2013,99.12,Yes,01-06-2013,Electronic,18,0
897,VLKMI-9286,2-13-2013,7722226433,06-10-2013,07-10-2013,77.325,Yes,06-10-2013,Paper,0,0
770,ODQFO-7856,08-05-2012,7736319696,12-22-2012,1-21-2013,79.38,No,1-16-2013,Paper,25,0
770,JCFGW-2447,7-31-2012,7740692306,3-21-2012,4-20-2012,104.265,Yes,4-20-2012,Electronic,30,0
391,QOKIO-2423,05-11-2013,7751899136,04-06-2013,05-06-2013,42.993,Yes,05-08-2013,Electronic,32,2
391,HCSFI-6160,01-10-2013,7753761468,02-12-2013,3-14-2013,113.67,Yes,2-26-2013,Paper,14,0
897,VHLWY-9250,06-03-2013,7757363684,5-23-2013,6-22-2013,39.708,Yes,6-22-2013,Electronic,30,0
770,NDIOV-9323,07-09-2012,7762179045,4-16-2013,5-16-2013,89.49,Yes,05-12-2013,Paper,26,0
897,CESLR-7372,01-11-2013,7769806985,6-28-2013,7-28-2013,34.317,Yes,7-17-2013,Paper,19,0
406,AMJEO-8976,03-03-2012,7786851829,4-15-2012,5-15-2012,89.61,Yes,05-08-2012,Paper,23,0
406,PEPYR-783,11-27-2013,7787761625,3-17-2012,4-16-2012,96.495,Yes,4-20-2012,Electronic,34,4
391,PCYBM-8156,03-03-2012,7788984943,11-23-2012,12-23-2012,102,Yes,12-16-2012,Paper,23,0
391,DPYTF-6708,08-02-2012,7790893440,5-23-2012,6-22-2012,119.385,Yes,07-05-2012,Electronic,43,13
406,OWJOT-3448,9-15-2012,7792341784,01-01-2013,1-31-2013,107.025,No,02-04-2013,Paper,34,4
897,SDWFS-9883,07-08-2013,7793237219,11-08-2012,12-08-2012,10.296,No,01-01-2013,Electronic,54,24
897,YDPUJ-3271,04-02-2013,7795526732,04-06-2013,05-06-2013,25.155,Yes,4-28-2013,Paper,22,0
406,DJOZO-5284,09-11-2012,7802365446,04-09-2012,05-09-2012,104.7,Yes,4-23-2012,Electronic,14,0
391,VJWXS-3569,04-09-2013,7807904554,08-01-2013,8-31-2013,96.285,No,8-26-2013,Paper,25,0
770,FXWYK-3831,03-08-2013,7809215695,12-27-2012,1-26-2013,107.775,Yes,02-01-2013,Electronic,36,6
391,XGXSB-2820,1-26-2012,7821939893,2-13-2012,3-14-2012,105.675,Yes,2-17-2012,Paper,4,0
897,BEASA-1168,11-06-2013,7829407226,09-05-2012,10-05-2012,92.19,Yes,10-03-2012,Electronic,28,0
770,MATVB-9149,4-30-2013,7830094449,9-21-2013,10-21-2013,37.953,Yes,10-14-2013,Paper,23,0
818,HEKGV-9181,10-16-2013,7832843247,6-14-2012,7-14-2012,118.005,No,08-07-2012,Electronic,54,24
770,FXWYK-3831,03-08-2013,7832966923,02-10-2012,03-11-2012,96.81,Yes,3-22-2012,Electronic,41,11
818,SYKLB-5148,8-28-2013,7837871029,9-21-2012,10-21-2012,110.535,No,11-07-2012,Electronic,47,17
897,EEBEO-8690,12-05-2012,7838596777,8-19-2013,9-18-2013,32.634,Yes,9-25-2013,Paper,37,7
770,DTULQ-465,03-04-2013,7839294215,01-09-2012,02-08-2012,36.198,Yes,2-13-2012,Electronic,35,5
391,HJDLA-2125,5-22-2012,7845388439,4-24-2013,5-24-2013,35.325,Yes,5-28-2013,Paper,34,4
391,LZRJV-709,6-20-2013,7851279816,10-15-2013,11-14-2013,91.935,Yes,11-06-2013,Paper,22,0
897,EEBEO-8690,12-05-2012,7854660822,04-09-2013,05-09-2013,126.9,Yes,5-16-2013,Paper,37,7
406,YZKCL-1447,08-10-2012,7859471142,7-24-2012,8-23-2012,119.085,Yes,09-01-2012,Electronic,39,9
391,MDWKR-7209,10-09-2013,7861925383,5-22-2013,6-21-2013,44.433,Yes,07-02-2013,Electronic,41,11
391,DPXLN-5920,11-11-2012,7862469315,11-18-2012,12-18-2012,84.03,Yes,12-10-2012,Paper,22,0
406,DJOZO-5284,09-11-2012,7864694222,7-30-2012,8-29-2012,101.7,Yes,8-15-2012,Electronic,16,0
391,VJWXS-3569,04-09-2013,7866551242,2-17-2012,3-18-2012,76.605,Yes,03-11-2012,Electronic,23,0
406,QPZCF-6048,7-13-2012,7867299721,1-21-2012,2-20-2012,108.09,Yes,1-31-2012,Electronic,10,0
818,SYKLB-5148,8-28-2013,7867318294,1-16-2012,2-15-2012,111.015,Yes,02-01-2012,Electronic,16,0
406,PMEXQ-4651,07-04-2012,7871204245,2-14-2012,3-15-2012,124.635,Yes,3-13-2012,Electronic,28,0
818,NCUZC-8887,1-22-2013,7873704697,3-29-2012,4-28-2012,9.423,Yes,4-27-2012,Electronic,29,0
406,TCXFQ-8389,8-24-2012,7876341053,06-05-2012,07-05-2012,34.857,No,07-12-2012,Electronic,37,7
406,QTLGZ-9771,12-10-2012,7880715003,02-09-2013,03-11-2013,91.605,No,2-25-2013,Paper,16,0
770,LEPPM-7228,4-30-2012,7881731864,3-13-2012,04-12-2012,41.598,Yes,4-21-2012,Electronic,39,9
897,CQAIF-3676,7-29-2013,7884125057,6-19-2012,7-19-2012,35.766,Yes,7-21-2012,Electronic,32,2
406,YCTQO-9322,04-06-2012,7885181830,02-01-2012,03-02-2012,130.695,Yes,3-15-2012,Electronic,43,13
406,ZAVRG-4092,5-19-2012,7890869828,11-25-2012,12-25-2012,131.565,Yes,11-30-2012,Paper,5,0
770,XWAMA-2687,04-03-2013,7893242662,3-17-2013,4-16-2013,33.894,Yes,3-29-2013,Electronic,12,0
391,LZRJV-709,6-20-2013,7896000190,12-01-2012,12-31-2012,34.569,No,1-16-2013,Electronic,46,16
897,VLKMI-9286,2-13-2013,7903274456,8-31-2012,9-30-2012,86.7,Yes,09-11-2012,Electronic,11,0
818,ABPKQ-8102,8-29-2013,7913946925,6-27-2013,7-27-2013,43.605,No,8-22-2013,Electronic,56,26
818,UHVMG-5613,5-31-2012,7914349714,07-10-2013,08-09-2013,98.4,Yes,08-08-2013,Paper,29,0
818,HJDUR-7946,2-21-2012,7932116499,02-07-2013,03-09-2013,34.974,Yes,3-14-2013,Paper,35,5
897,YDPUJ-3271,04-02-2013,7934803111,10-17-2012,11-16-2012,95.94,No,11-28-2012,Electronic,42,12
770,ZHAKS-7260,6-17-2012,7935548079,12-08-2012,01-07-2013,99.405,Yes,12-30-2012,Paper,22,0
770,IJYBQ-9928,3-18-2012,7939830575,7-18-2012,8-17-2012,101.685,No,09-09-2012,Paper,53,23
406,FGEJI-4640,04-04-2013,7942175584,12-04-2012,01-03-2013,117.18,No,01-12-2013,Electronic,39,9
818,HEKGV-9181,10-16-2013,7948353377,1-29-2012,2-28-2012,88.62,No,3-19-2012,Electronic,50,20
406,EZTEJ-9725,3-17-2012,7949028270,5-15-2012,6-14-2012,114.405,No,6-17-2012,Paper,33,3
770,ODQFO-7856,08-05-2012,7949269902,10-07-2012,11-06-2012,40.347,Yes,10-23-2012,Paper,16,0
391,BTDMX-9212,4-22-2012,7952881551,07-04-2013,08-03-2013,35.064,Yes,7-17-2013,Paper,13,0
770,LEPPM-7228,4-30-2012,7957459449,08-01-2013,8-31-2013,83.7,Yes,9-16-2013,Paper,46,16
818,JJMFW-3568,01-09-2012,7957903508,11-15-2013,12-15-2013,123.435,Yes,11-20-2013,Paper,5,0
770,WKLVM-7758,02-06-2012,7958057314,7-30-2013,8-29-2013,98.385,No,9-24-2013,Paper,56,26
897,VLKMI-9286,2-13-2013,7961973479,10-22-2013,11-21-2013,37.476,Yes,10-24-2013,Paper,2,0
391,BLYDZ-8820,3-19-2013,7976742520,07-06-2012,08-05-2012,81.495,Yes,7-17-2012,Electronic,11,0
770,UQXSS-5592,12-31-2012,7977041756,6-13-2012,7-13-2012,39.168,Yes,7-17-2012,Electronic,34,4
897,DOLHO-7654,04-04-2012,7977287928,9-29-2012,10-29-2012,41.769,Yes,10-23-2012,Paper,24,0
770,LEPPM-7228,4-30-2012,7979390487,10-22-2012,11-21-2012,31.041,Yes,12-02-2012,Paper,41,11
391,DNURW-3598,8-29-2012,7987067718,03-06-2012,04-05-2012,101.745,Yes,3-28-2012,Electronic,22,0
897,DOLHO-7654,04-04-2012,7987083668,7-21-2012,8-20-2012,15.633,Yes,8-20-2012,Paper,30,0
770,MATVB-9149,4-30-2013,7991968311,1-18-2013,2-17-2013,109.425,Yes,02-08-2013,Electronic,21,0
406,EVASK-7938,12-15-2012,7992663018,5-29-2013,6-28-2013,85.275,Yes,07-02-2013,Paper,34,4
391,DPYTF-6708,08-02-2012,7992871868,10-03-2013,11-02-2013,148.83,Yes,11-17-2013,Paper,45,15
391,DNURW-3598,8-29-2012,7993778169,8-14-2012,9-13-2012,75.99,Yes,09-10-2012,Electronic,27,0
897,VAZGD-9460,08-10-2013,8009169592,1-14-2012,2-13-2012,98.85,Yes,02-03-2012,Electronic,20,0
897,BEASA-1168,11-06-2013,8011401680,2-29-2012,3-30-2012,22.167,Yes,3-21-2012,Electronic,21,0
818,NCUZC-8887,1-22-2013,8016290821,12-01-2012,12-31-2012,27.72,Yes,01-09-2013,Electronic,39,9
391,LZRJV-709,6-20-2013,8017341041,4-23-2013,5-23-2013,17.577,Yes,5-21-2013,Electronic,28,0
391,HROAQ-7841,9-15-2013,8019405817,06-06-2013,07-06-2013,43.191,No,07-11-2013,Electronic,35,5
818,HJQPP-2824,09-04-2013,8024350857,09-04-2012,10-04-2012,40.059,Yes,9-28-2012,Electronic,24,0
391,DZINU-2676,10-19-2012,8026688653,2-14-2013,3-16-2013,91.08,Yes,2-23-2013,Paper,9,0
818,LIFKX-1604,3-16-2013,8030080244,07-02-2012,08-01-2012,130.74,Yes,08-06-2012,Electronic,35,5
391,NEVHP-379,04-06-2013,8033892200,04-03-2013,05-03-2013,111.51,Yes,4-19-2013,Electronic,16,0
391,QOKIO-2423,05-11-2013,8035927211,3-14-2013,4-13-2013,43.443,Yes,04-10-2013,Electronic,27,0
770,XWAMA-2687,04-03-2013,8044630117,7-13-2012,08-12-2012,42.012,Yes,7-30-2012,Electronic,17,0
391,IYKOC-9174,11-27-2012,8052943152,11-27-2013,12-27-2013,107.4,Yes,12-18-2013,Paper,21,0
770,XLBER-2026,11-12-2012,8056734190,9-14-2012,10-14-2012,76.305,Yes,10-03-2012,Electronic,19,0
770,XLBER-2026,11-12-2012,8057232821,01-09-2012,02-08-2012,124.68,Yes,1-30-2012,Electronic,21,0
406,ETVHD-6833,4-30-2012,8061367427,06-06-2012,07-06-2012,124.185,Yes,6-18-2012,Paper,12,0
406,AIEIK-9758,4-23-2012,8062397421,9-14-2013,10-14-2013,104.475,Yes,10-01-2013,Paper,17,0
391,WENVB-9014,08-03-2013,8066534658,9-26-2013,10-26-2013,97.425,Yes,10-19-2013,Paper,23,0
897,VLKMI-9286,2-13-2013,8066734246,06-04-2012,07-04-2012,37.539,Yes,6-16-2012,Electronic,12,0
818,ELFBK-6627,11-26-2012,8075572840,02-01-2013,03-03-2013,104.385,No,03-09-2013,Paper,36,6
818,ABPKQ-8102,8-29-2013,8077742254,7-31-2012,8-30-2012,83.25,No,9-13-2012,Electronic,44,14
391,BLYDZ-8820,3-19-2013,8081319611,01-06-2012,02-05-2012,117.075,Yes,1-16-2012,Electronic,10,0
406,PMEXQ-4651,07-04-2012,8082355357,07-12-2012,08-11-2012,103.26,Yes,08-03-2012,Paper,22,0
406,ZAVRG-4092,5-19-2012,8082796296,02-06-2013,03-08-2013,124.395,Yes,02-10-2013,Paper,4,0
818,HYHDN-3271,4-28-2013,8086151516,01-09-2013,02-08-2013,44.865,Yes,01-12-2013,Electronic,3,0
391,XLGBV-9841,01-03-2013,8088935189,12-20-2012,1-19-2013,75.045,Yes,1-23-2013,Electronic,34,4
391,DPYTF-6708,08-02-2012,8097727368,07-11-2012,08-10-2012,103.5,Yes,8-13-2012,Electronic,33,3
406,QZOKX-4632,3-19-2013,8099860544,7-23-2012,8-22-2012,79.065,No,8-25-2012,Electronic,33,3
897,OQZUE-1408,9-14-2012,8099966116,6-21-2013,7-21-2013,33.102,No,08-04-2013,Paper,44,14
770,FIODB-6831,05-08-2013,8106002814,1-20-2013,2-19-2013,15.696,Yes,2-20-2013,Electronic,31,1
391,DPYTF-6708,08-02-2012,8111779927,10-24-2013,11-23-2013,139.86,Yes,12-03-2013,Paper,40,10
897,VLKMI-9286,2-13-2013,8119664183,9-29-2013,10-29-2013,42.588,Yes,9-30-2013,Paper,1,0
818,ELFBK-6627,11-26-2012,8130568181,04-06-2012,05-06-2012,100.95,Yes,05-01-2012,Electronic,25,0
406,AMJEO-8976,03-03-2012,8131076746,12-08-2012,01-07-2013,103.08,Yes,01-02-2013,Paper,25,0
406,OISKG-7600,7-19-2013,8131192938,9-16-2012,10-16-2012,91.425,No,10-25-2012,Electronic,39,9
406,AIEIK-9758,4-23-2012,8136944191,3-23-2012,4-22-2012,33.651,Yes,4-20-2012,Electronic,28,0
406,YZKCL-1447,08-10-2012,8137093162,8-22-2013,9-21-2013,118.035,Yes,9-26-2013,Paper,35,5
897,CQAIF-3676,7-29-2013,8140634684,07-06-2013,08-05-2013,22.41,Yes,08-07-2013,Electronic,32,2
818,HEKGV-9181,10-16-2013,8143888930,2-16-2012,3-17-2012,96.03,Yes,3-16-2012,Electronic,29,0
897,DOLHO-7654,04-04-2012,8144548968,5-16-2012,6-15-2012,32.58,Yes,06-06-2012,Paper,21,0
897,EEBEO-8690,12-05-2012,8146803854,1-29-2012,2-28-2012,44.847,Yes,03-06-2012,Electronic,37,7
770,UQXSS-5592,12-31-2012,8147753520,6-21-2012,7-21-2012,7.398,Yes,07-07-2012,Electronic,16,0
897,BEASA-1168,11-06-2013,8147793930,02-03-2013,03-05-2013,18.585,Yes,2-21-2013,Electronic,18,0
406,QZOKX-4632,3-19-2013,8148770890,10-21-2013,11-20-2013,32.652,No,12-04-2013,Paper,44,14
770,KQLDO-7050,9-29-2012,8149632159,3-18-2013,4-17-2013,132.495,Yes,04-12-2013,Paper,25,0
770,FIODB-6831,05-08-2013,8156321601,8-27-2012,9-26-2012,78.12,Yes,9-24-2012,Electronic,28,0
818,JJMFW-3568,01-09-2012,8158808593,2-21-2012,3-22-2012,84.315,No,03-10-2012,Paper,18,0
406,AIEIK-9758,4-23-2012,8161191343,7-13-2013,08-12-2013,164.685,No,8-16-2013,Paper,34,4
818,ELFBK-6627,11-26-2012,8164212262,4-30-2013,5-30-2013,24.669,No,06-06-2013,Paper,37,7
406,OWJOT-3448,9-15-2012,8164224418,04-01-2012,05-01-2012,109.17,No,05-11-2012,Electronic,40,10
897,EEBEO-8690,12-05-2012,8164708796,4-24-2012,5-24-2012,79.2,Yes,5-30-2012,Electronic,36,6
391,HJDLA-2125,5-22-2012,8165388961,9-22-2013,10-22-2013,38.214,Yes,11-01-2013,Paper,40,10
406,AIEIK-9758,4-23-2012,8166776702,1-31-2012,03-01-2012,121.695,Yes,2-20-2012,Electronic,20,0
770,ODQFO-7856,08-05-2012,8184291748,04-07-2013,05-07-2013,8.523,Yes,4-27-2013,Paper,20,0
770,XLBER-2026,11-12-2012,8193327766,7-14-2012,8-13-2012,86.55,Yes,7-31-2012,Electronic,17,0
391,NDGAE-1080,9-28-2012,8193630310,03-10-2012,04-09-2012,128.73,No,4-14-2012,Electronic,35,5
406,TCXFQ-8389,8-24-2012,8193753778,08-04-2012,09-03-2012,104.475,No,9-13-2012,Electronic,40,10
770,FDQRK-6077,09-11-2012,8200853636,11-14-2012,12-14-2012,90.99,Yes,11-29-2012,Paper,15,0
391,XGXSB-2820,1-26-2012,8203817929,3-23-2012,4-22-2012,138.51,Yes,3-28-2012,Paper,5,0
770,XLBER-2026,11-12-2012,8207456103,03-09-2012,04-08-2012,16.713,Yes,04-01-2012,Electronic,23,0
897,BEASA-1168,11-06-2013,8223222038,11-16-2012,12-16-2012,126.33,No,12-28-2012,Electronic,42,12
770,ZHAKS-7260,6-17-2012,8227347077,1-30-2013,03-01-2013,80.565,Yes,2-25-2013,Paper,26,0
818,HYHDN-3271,4-28-2013,8240701363,01-05-2013,02-04-2013,41.49,Yes,01-12-2013,Electronic,7,0
391,WENVB-9014,08-03-2013,8240803358,6-20-2012,7-20-2012,100.605,Yes,7-20-2012,Electronic,30,0
391,PCYBM-8156,03-03-2012,8243963945,03-04-2012,04-03-2012,88.95,Yes,3-31-2012,Paper,27,0
770,FDQRK-6077,09-11-2012,8244116309,08-06-2012,09-05-2012,42.615,Yes,8-28-2012,Electronic,22,0
770,MATVB-9149,4-30-2013,8249581974,12-02-2013,01-01-2014,34.65,Yes,12-16-2013,Paper,14,0
391,XGXSB-2820,1-26-2012,8252449323,12-18-2012,1-17-2013,163.02,Yes,12-22-2012,Paper,4,0
818,ABPKQ-8102,8-29-2013,8258508433,7-25-2012,8-24-2012,92.085,No,09-04-2012,Electronic,41,11
406,EZTEJ-9725,3-17-2012,8260736108,10-22-2012,11-21-2012,139.86,No,11-11-2012,Paper,20,0
770,LEPPM-7228,4-30-2012,8262359119,1-16-2013,2-15-2013,42.966,Yes,2-26-2013,Paper,41,11
897,GBFQJ-6391,11-25-2013,8269617996,7-28-2013,8-27-2013,37.611,Yes,08-12-2013,Electronic,15,0
